title,rating_count,console,genres,average_rating
Singstar Rocks!,21,ps2,Music/Rhythm,5.0
Singstar Schlager,19,ps2,Music/Rhythm,4.47
Singstar Summer Party,14,ps2,Music/Rhythm,5.0
Singstar Svenska Hits,8,ps2,Music/Rhythm,4.88
Singstar Svenska Hits Schlager,5,ps2,Music/Rhythm,5.0
Singstar Take That,9,ps2,Music/Rhythm,4.56
Sink Or Swim,13,super_nintendo,Strategy| Puzzle,4.693076923076923
Siren,120,ps2,Adventure,4.56
Sitting Ducks,31,ps2,Action| Adventure,4.65
Skate Or Die 2 - The Search For Double Trouble,19,nes,Action| Sports| Skateboarding,4.53
Skate Or Die!,36,nes,Sports| Skateboarding,4.335555555555556
Skeleton Krew,20,sega_megadrive,Action| Shooter,4.904
Skeleton Warriors,38,ps_one|sega_saturn,Action| Platformer| Action-Adventure,4.607368421052632
Ski Or Die,14,nes,Action| Sports,4.572857142857143
Ski Racing 2005,12,ps2,Sports| Snowboarding/Skiing,4.67
Skies Of Arcadia,1276,sega_dreamcast,Adventure| Role-Playing,4.109772727272727
Skitchin,25,sega_megadrive,Sports| Driving/Racing,4.64
Skuljagger - Revolt Of The Westicans,12,super_nintendo,Action| Platformer,4.666666666666667
Skull & Crossbones,6,nes,Action,5.0
Skullmonkeys,304,ps_one,Action| Platformer,4.68
Sky Destroyer,53,nes,Shooter,4.4
Sky Kid,23,nes,Action| Shooter,4.651304347826087
Sky Mission,8,super_nintendo,Flight Simulator,5.0
Sky Odyssey,88,ps2,Action| Simulation,4.749090909090909
Sky Shark,10,nes,Action| Shooter,4.9
Sky Surfer,9,ps2,Sports,5.0
Sky Target,20,sega_saturn,Action,5.0
Skyblazer,95,super_nintendo,Action| Platformer,4.558736842105263
Skydiving Extreme,9,ps_one,Sports,4.67
Skygunner,38,ps2,Action| Shooter,4.68
Slalom,18,nes,Action| Sports,4.720000000000001
Slam & Jam '96 Featuring Magic & Kareem,5,sega_saturn,Action| Sports| Baseball,5.0
Slam 'N Jam '96,5,ps_one,Action| Sports| Baseball,5.0
Slam Dunk - I Love Basketbal,62,sega_saturn,Sports| Basketball,4.6
Slam Tennis,9,ps2,Sports,4.78
Slamscape,10,ps_one,Action,4.598000000000001
Slap Happy Rhythm Busters,34,ps_one,|Fighting| Music/Rhythm,4.88264705882353
Slap Stick,24,super_nintendo,Action| Role-Playing,4.33
Slaughter Sport,9,sega_megadrive,Fighting,4.11
Slayers,26,super_nintendo,Adventure| Role-Playing,4.921538461538462
Slayers Royal,66,ps_one,Role-Playing,4.56
Sled Storm,216,ps_one|ps2,Driving/Racing|Sports| Driving/Racing,4.7219444444444445
Sled Storm & Medal Of Honor Demo Cd,8,ps_one,First-Person Shooter,4.13
Slime World,8,sega_megadrive,Action| Adventure,4.75
Sly 2 - Band Of Thieves,1060,ps2,Platformer,4.694924528301888
Sly 3 - Honor Among Thieves,482,ps2,Platformer,4.61
Sly Cooper And The Thievius Raccoonus,583,ps2,Platformer,4.65
Sly Raccoon,329,ps2,Platformer,4.64
Small Soldiers,161,ps_one,Action,4.542173913043479
Smart Ball,10,super_nintendo,Adventure| Platformer,4.8
Smash Cars,23,ps2,Driving/Racing| Vehicular Combat,4.74
Smash Court Tennis - Pro Tournament,31,ps2,Tennis,4.741935483870968
Smash Court Tennis - Pro Tournament 2,102,ps2,Tennis,4.52
Smuggler'S Run,65,ps2,Driving/Racing,4.50723076923077
Smuggler'S Run 2 - Hostile Territory,71,ps2,Action| Driving/Racing,4.803802816901408
Smurf Racer,38,ps_one,Action| Driving/Racing,4.71
Smurfs The,235,super_nintendo|ps_one|sega_megadrive|nes,Action| Platformer|Action,4.470808510638298
Smurfs Travel The World The,10,sega_megadrive,Action,4.9
Snake Rattle N Roll,76,nes,Action| Platformer,4.565263157894737
Snake'S Revenge,319,nes,Action| Adventure,4.520156739811911
Snatcher,277,ps_one|sega_saturn,Adventure| Role-Playing| Light-Gun Shooter|,4.615451263537906
Sniper 2 The,117,ps2,Shooter,3.84
Sniper Elite,737,ps2,Action| Simulation| Shooter,4.21
Snk Vs. Capcom - Svc Chaos,181,ps2,Action| Fighting,4.32
Sno Cross Championship Racing,12,ps_one,Sports| Driving/Racing,4.83
Sno-Cross Championship Racing,23,ps_one|sega_dreamcast,Sports| Driving/Racing,4.566521739130435
Snocross 2 Featuring Blair Morgan,8,ps2,Driving/Racing,4.88
Snoopy Concert,15,super_nintendo,Adventure,5.0
Snoopy'S Silly Sports Spectacular!,10,nes,Sports| Minigame Collection,4.1
Snow Bros.,69,nes,Action,4.36
Snow Bros. - Nick & Tom,136,sega_megadrive,Action,4.54
Snowboard Kids,153,n64,Sports| Driving/Racing| Snowboarding/Skiing,4.514509803921569
Snowboard Kids 2,292,n64,Sports| Driving/Racing| Snowboarding/Skiing,4.566472602739727
Snowboard Racer 2,16,ps2,Snowboarding/Skiing,4.75
Snowboarding,13,ps_one,Snowboarding/Skiing,4.38
Soccer,75,nes,Soccer,4.429733333333334
Soccer America - International Cup,31,ps2,Soccer,4.16
Soccer Kid,35,super_nintendo,Action| Platformer,4.742857142857143
Soccer League - Winner'S Cup,13,nes,Sports| Soccer,4.85
Soccer Shootout,29,super_nintendo,Sports| Soccer,4.55
Socket,15,sega_megadrive,Platformer,4.6
Socom - U.S. Navy Seals,212,ps2,Action| Strategy| Shooter,4.491650943396227
Socom - U.S. Navy Seals - Combined Assault,175,ps2,Action| Strategy| Shooter,4.532742857142857
Socom 3 - U.S. Navy Seals,425,ps2,Action| Strategy| Shooter| Vehicular Combat,4.40124705882353
Socom Ii - U.S. Navy Seals,245,ps2,Action| Strategy| Simulation| Shooter,4.54
Sol Divide,60,ps_one|sega_saturn,Action,4.582666666666667
Sol-Deace,17,sega_megadrive,Shoot Em Up,5.0
Solar Eclipse,11,sega_saturn,Action| Shooter,4.82
Solar Jetman - Hunt For The Golden Warpship,47,nes,Action,4.406808510638298
Sold Out,10,ps_one,Strategy| Simulation| Music/Rhythm,4.5
Soldier Of Fortune,55,sega_dreamcast,First-Person Shooter,4.470909090909091
Soldier Of Fortune - Gold Edition,44,ps2,First-Person Shooter,4.2
Soldiers Of Fortune,42,super_nintendo|sega_megadrive,Action| Shooter,4.713333333333333
Soldnerschild,36,sega_saturn,Role-Playing| Simulation,4.36
Soleil,142,sega_megadrive,Action| Role-Playing,4.754225352112676
Solid Runner,5,super_nintendo,Role-Playing,4.8
Solitaire,5,nes,Strategy,5.0
Solo Crisis,9,sega_saturn,Simulation,4.89
Solomon No Kagi,44,nes,Puzzle| Platformer,4.18
Solomon'S Key,100,nes,Puzzle| Platformer,4.3393
Solstice,9,nes,Action-Adventure,4.44
Solstice - The Quest For The Staff Of Demnos,55,nes,Action-Adventure,4.597636363636363
Son Son,20,nes,Action| Adventure,4.8
Song Master,5,super_nintendo,Role-Playing,4.6
Sonic & Knuckles,461,sega_megadrive,Action| Platformer,4.56
Sonic & Knuckles + Sonic The Hedgehog,153,sega_megadrive,Action| Platformer,4.41
Sonic & Knuckles + Sonic The Hedgehog 2,183,sega_megadrive,Platformer,4.724262295081967
Sonic & Knuckles + Sonic The Hedgehog 3,1333,sega_megadrive,Action| Platformer,4.55
Sonic 3D Blast,387,sega_saturn|sega_megadrive,Action,4.481291989664083
Sonic 3D Flickies' Island,41,sega_saturn,Action,4.59
Sonic Adventure,2209,sega_dreamcast,Platformer,4.37585332729742
Sonic Adventure 2,5125,sega_dreamcast,Action| Platformer,4.369962926829269
Sonic Adventure International,35,sega_dreamcast,Platformer,4.4
Sonic Blast Man,67,super_nintendo,Action| Brawler,4.59731343283582
Sonic Blast Man Ii,113,super_nintendo,Action| Brawler,3.9817699115044247
Sonic Classics,160,sega_megadrive,Compilation| Puzzle| Platformer,4.5
Sonic Compilation,45,sega_megadrive,Platformer,4.82
Sonic Crackers,26,sega_megadrive,Platformer,4.08
Sonic Eraser,20,sega_megadrive,|Puzzle,4.5
Sonic Gems Collection,271,ps2,Compilation,4.58
Sonic Heroes,607,ps2,Action| Platformer,4.406342668863261
Sonic Jam,2213,sega_saturn,Platformer,4.355359240849525
Sonic Mega Collection Plus,321,ps2,Action| Compilation| Puzzle| Platformer,4.425171339563864
Sonic R,2109,sega_saturn,Driving/Racing,4.329193930772878
Sonic Riders,93,ps2,Driving/Racing| Skateboarding,4.45
Sonic Riders - Zero Gravity,522,ps2,Sports| Driving/Racing,4.42103448275862
Sonic Shuffle,233,sega_dreamcast,Action| Trivia/Board Game| Minigame Collection,4.514334763948498
Sonic Spinball,123,sega_megadrive,Action| Pinball| Platformer,4.845365853658537
Sonic The Hedgehog,4225,sega_megadrive,Action| Platformer,4.676873372781065
Sonic The Hedgehog 2,1711,sega_megadrive,Platformer,4.520017533606079
Sonic The Hedgehog 3,832,sega_megadrive,Action| Platformer,4.568882211538462
Sonic Wings Special,84,sega_saturn,Shoot Em Up,4.5
Sopranos The - Road To Respect,45,ps2,Action,4.776666666666666
Sorcerer'S Kingdom,117,sega_megadrive,Strategy| Adventure| Role-Playing,4.426752136752137
Sorcerer'S Maze,8,ps_one,Block-Breaking,5.0
Sorcerian,26,sega_megadrive,Action| Adventure| Role-Playing,4.581538461538462
Soreyuke Ebisumaru Karakuri Meiro - Kieta Goemon No Nazo!!,6,super_nintendo,Puzzle,4.33
Sos,28,super_nintendo,Action| Adventure,4.86
Sos - The Final Escape,46,ps2,Action| Adventure| Action-Adventure,4.59
Soukaigi,42,ps_one,Action| Adventure,4.830238095238095
Soukou Kihei Votoms - The Battling Road,7,super_nintendo,Action,5.0
Soul Blade,532,super_nintendo|ps_one,Action| Fighting|Role-Playing| Action-Adventure,4.599736842105263
Soul Blader,38,super_nintendo,Role-Playing| Action-Adventure,4.84
Soul Blazer,193,super_nintendo,Role-Playing| Action-Adventure,4.228963730569948
Soul Edge,178,ps_one,|Action| Fighting,4.425280898876404
Soul Fighter,23,sega_dreamcast,Action| Brawler,4.393478260869565
Soul Nomad & The World Eaters,269,ps2,Strategy| Role-Playing,4.71
Soul Of The Samurai,130,ps_one,Action| Adventure,4.65
Soulcalibur Ii,277,ps2,Action| Fighting,4.558231046931408
Soulcalibur Iii,1018,ps2,Action| Strategy| Fighting,4.6698526522593315
South Park,300,n64|ps_one,Action| First-Person Shooter,4.202
South Park - Chef'S Luv Shack,76,n64|ps_one|sega_dreamcast,Trivia/Board Game| Minigame Collection| Puzzle,4.4375
South Park Rally,210,n64|ps_one|sega_dreamcast,Driving/Racing,4.531476190476191
Soviet Strike,176,ps_one|sega_saturn,Action| Strategy| Adventure| Simulation,4.688693181818182
Space Ace,40,super_nintendo,Compilation| Action-Adventure,4.35125
Space Channel 5,354,sega_dreamcast|ps2,Action| Music/Rhythm,4.512005649717515
Space Channel 5 - Part 2,56,sega_dreamcast|ps2,Action| Music/Rhythm,4.663749999999999
Space Chimps,10,ps2,Action,4.9
Space Football - One On One,5,super_nintendo,Sports| Shooter,5.0
Space Griffon Vf-9,33,ps_one,Action| Role-Playing,4.606060606060606
Space Harrier,29,sega_saturn|nes,Action| Shooter,4.792068965517242
Space Harrier Ii,32,sega_megadrive,Action| Shoot Em Up,4.75125
Space Hulk - Vengeance Of The Blood Angels,62,ps_one|sega_saturn,Action| Strategy,4.660322580645161
Space Invaders,130,n64|ps_one|sega_saturn|nes,Action| Shooter| Shoot Em Up,4.577230769230769
Space Invaders - Invasion Day,20,ps2,Shoot Em Up,4.9
Space Invaders 91,18,sega_megadrive,Shoot Em Up,4.61
Space Invaders Anniversary,27,ps2,Shoot Em Up,4.44
Space Jam,77,ps_one|sega_saturn,Sports| Minigame Collection| Basketball,4.827012987012987
Space Megaforce,41,super_nintendo,Shoot Em Up,4.63
Space Shadow,6,nes,Light-Gun Shooter,4.5
Space Shot,10,ps_one,Action| Shooter,4.8
Space Shuttle Project,17,nes,Action| Simulation,4.76
Spanky'S Quest,22,super_nintendo,Action| Platformer,4.91
Spark World,55,super_nintendo,Action| Puzzle,4.69
Sparkster,144,super_nintendo|sega_megadrive,Action| Adventure| Platformer|Action| Platformer,4.710069444444444
Sparkster - Rocket Knight Adventures 2,21,sega_megadrive,Action| Adventure| Platformer,4.81
Spartan - Total Warrior,1530,ps2,Action| Brawler,4.348490196078432
Spartan X,145,nes,Action| Brawler,4.6
Spartan X 2,37,nes,Action| Brawler,4.7035135135135135
Spawn,85,super_nintendo,Brawler,4.590470588235293
Spawn - Armageddon,102,ps2,Action| Adventure| Shooter,4.462156862745098
Spawn - In The Demon'S Hand,523,sega_dreamcast,Action,4.536730401529637
Spawn - The Eternal,49,ps_one,|Action| Adventure,4.692244897959183
Spec Ops - Airborne Commando,22,ps_one,Action| Strategy| Shooter,4.41090909090909
Spec Ops - Covert Assault,60,ps_one,Action| Shooter,4.316333333333334
Spec Ops - Ranger Elite,68,ps_one,Action| Shooter,4.545735294117647
Spec Ops - Stealth Patrol,38,ps_one,Strategy| Shooter,4.815789473684211
Spec Ops 2 - Omega Squad,9,sega_dreamcast,Shooter| First-Person Shooter,4.78
Spec Ops Ii - Omega Squad,5,sega_dreamcast,Shooter| First-Person Shooter,4.6
Special Forces,17,ps2,Action| Shooter,4.24
Spectral Force,53,ps_one,Strategy| Role-Playing|,4.719811320754717
Spectral Force 2,122,ps_one,Strategy| Role-Playing,4.72
Spectre,28,super_nintendo,Action| Strategy| Driving/Racing,4.573571428571428
Speed Challenge - Jacques Villeneuve'S Racing Vision,9,ps2,Driving/Racing| Simulation,4.89
Speed Devils,108,sega_dreamcast,Driving/Racing,4.6002777777777775
Speed Devils - Online Racing,18,sega_dreamcast,Driving/Racing,4.555555555555555
Speed Freaks,162,ps_one,Action| Driving/Racing,4.58
Speed Kings,93,ps2,Driving/Racing,4.34
Speed Power Gunbike,60,ps_one,Action| Driving/Racing,3.97
Speed Punks,84,ps_one,Action| Driving/Racing,4.58
Speed Racer,192,super_nintendo|ps_one|ps2,Driving/Racing|Adventure| Driving/Racing,4.466875000000001
Speedball 2,15,sega_megadrive,Action| Sports,4.87
Speedball 2 - Brutal Deluxe,17,sega_megadrive,Action| Sports,3.8799999999999994
Speedball 2100,9,ps_one,Action| Sports,5.0
Speedy Gonzales In Los Gatos Bandidos,84,super_nintendo,Action| Platformer,4.619047619047619
Spellcraft,8,super_nintendo,Action| Strategy| Adventure,5.0
Spelunker,66,nes,Action| Platformer,4.380000000000001
Sphinx And The Cursed Mummy,149,ps2,Action| Adventure,4.449865771812081
Spice World,39,ps_one,Simulation| Music/Rhythm,4.717435897435898
Spider-Man,3065,ps_one|super_nintendo|sega_dreamcast|sega_megadrive|ps2|n64,|Action| Brawler| Platformer|Action| Adventure| Brawler|Action| Adventure,4.286068515497552
Spider-Man & Venom - Maximum Carnage,204,super_nintendo,Action| Brawler,4.517254901960785
Spider-Man & Venom - Separation Anxiety,89,super_nintendo,Action| Brawler,4.470561797752809
Spider-Man - Friend Or Foe,346,ps2,Action| Adventure| Brawler,4.362803468208092
Spider-Man - Return Of The Sinister Six,136,nes,Action,4.342573529411765
Spider-Man 2,1434,ps2,Action-Adventure,4.27918410041841
Spider-Man 2 - Enter - Electro,240,ps_one,Action,4.2
Spider-Man 2 - Enter Electro,362,ps_one,Action,4.44
Spider-Man 3,1280,ps2,Action| Brawler| Platformer,4.181476562499999
Spider-Man And X-Men - Arcade'S Revenge,19,sega_megadrive,Action| Platformer,4.53
Spiderwick Chronicles The,40,ps2,Role-Playing,4.25
Spin Jam,9,ps_one,Action| Strategy| Puzzle,5.0
Spindizzy Worlds,18,super_nintendo,Action| Puzzle,4.725555555555555
Spirit Of Speed 1937,33,sega_dreamcast,Driving/Racing,4.03030303030303
Spiritual Warfare,36,sega_megadrive|nes,Role-Playing| Educational,4.5275
Spirou,27,super_nintendo|sega_megadrive,Action,4.481111111111111
Splashdown,30,ps2,|Sports| Driving/Racing,4.601
Splashdown - Rides Gone Wild,24,ps2,Driving/Racing,4.71
Splatter Master,12,ps2,Brawler,4.33
Splatterhouse 2,92,sega_megadrive,Action| Brawler,4.5978260869565215
Splatterhouse 3,65,sega_megadrive,Action| Fighting| Brawler,4.72
Spongebob Squarepants - Supersponge,128,ps_one,Action| Platformer,4.3675
Sports Car Gt,34,ps_one,Driving/Racing,4.674117647058824
Sports Illustrated Championship Football & Baseball,9,super_nintendo,Sports,5.0
Sports Jam,16,sega_dreamcast,Sports,4.25
Sports Superbike 2,4,ps_one,Driving/Racing,5.0
Sports Talk Baseball,10,sega_megadrive,Sports| Baseball,4.7
Spot - The Video Game,20,nes,Strategy,4.7975
Spot Goes To Hollywood,76,ps_one|sega_saturn|sega_megadrive,Action,4.61921052631579
Spriggan Powered,19,super_nintendo,Shoot Em Up,4.79
Sprint Car Challenge,9,ps2,Driving/Racing,4.44
Sprint Cars - Road To Knoxville,10,ps2,Driving/Racing,4.6
Spy Fiction,45,ps2,Action,4.56
Spy Hunter,38,nes,Action| Vehicular Combat,4.87
Spy Vs Spy,73,nes,Action| Strategy,4.426438356164383
Spyhunter,49,ps2,Action| Driving/Racing,4.738163265306123
Spyhunter 2,51,ps2,Action| Driving/Racing,4.821176470588235
Spyro - A Hero'S Tail,468,ps2,Action| Platformer| Action-Adventure,4.542521367521368
Spyro - Enter The Dragonfly,471,ps2,Platformer,4.516518046709129
Spyro - Year Of The Dragon,1512,ps_one,Adventure| Puzzle| Platformer,4.639603174603175
Spyro 2 - Gateway To Glimmer,669,ps_one,Action| Adventure| Platformer,4.6
Spyro The Dragon,2270,ps_one,|Adventure| Platformer,4.643933920704845
Sqoon,16,nes,Action| Shooter,4.498125
Sqrxz,4,sega_dreamcast,Platformer,5.0
Sqrxz 2,4,sega_dreamcast,Platformer,5.0
Sqrxz 3 - Adventure For Love,4,sega_dreamcast,Platformer,5.0
Sqrxz 4,4,sega_dreamcast,Platformer,5.0
Square No Tom Sawyer,11,nes,Role-Playing,4.91
Squaresoft On Playstation 1998 Collector'S Cd Vol. 1,4,ps_one,Sports| Basketball,5.0
Squaresoft On Playstation 2000 Collector'S Cd Vol. 3,4,ps_one,Sports| Basketball,5.0
Srs - Street Racing Syndicate,135,ps2,Driving/Racing,4.48
Ssx,103,ps2,Sports| Snowboarding/Skiing,4.5336893203883495
Ssx 3,554,ps2,Sports| Snowboarding/Skiing,4.489205776173285
Ssx On Tour,302,ps2,Sports,4.594668874172186
Ssx Tricky,715,ps2,Sports| Snowboarding/Skiing,4.350853146853146
Stack-Up,9,nes,Strategy| Educational,5.0
Stacked With Daniel Negreanu,9,ps2,Card Game,4.89
Stadium Events,133,nes,Sports| Track & Field,4.649473684210526
Stanley - The Search For Dr. Livingston,6,nes,Action| Adventure,5.0
Star Control,17,sega_megadrive,Action| Strategy| Shooter,4.88
Star Cruiser,11,sega_megadrive,Adventure| Role-Playing| Flight Simulator| First-Person Shooter| Vehicular Combat| Action-Adventure,4.82
Star Force,109,nes,Action,4.311284403669725
Star Gladiator - Episode 1 - Final Crusade,425,ps_one,|Fighting,4.414235294117647
Star Gladiator 2 - Nightmare Of Bilstein,23,sega_dreamcast,Action| Fighting,4.65
Star Ixiom,26,ps_one,Action,4.77
Star Luster,22,nes,Simulation| Shoot Em Up,4.77
Star Ocean,238,super_nintendo,Action| Role-Playing,4.604705882352942
Star Ocean - The Second Story,899,ps_one,|Action| Adventure| Role-Playing,4.6761401557285875
Star Ocean - Till The End Of Time,894,ps2,Action| Role-Playing,4.7674832214765095
Star Soldier,30,nes,Shoot Em Up,4.7
Star Soldier - Vanishing Earth,131,n64,Shoot Em Up,4.621374045801526
Star Sweep,12,ps_one,Strategy,4.67
Star Trek - 25Th Anniversary,26,nes,Action| Adventure,4.270384615384615
Star Trek - Deep Space Nine - Crossroads Of Time,42,super_nintendo|sega_megadrive,Action| Adventure,4.68952380952381
Star Trek - Encounters,19,ps2,Action| Shooter,4.05
Star Trek - Invasion,27,ps_one,Action| Flight Simulator,4.74
Star Trek - Shattered Universe,11,ps2,Simulation,5.0
Star Trek - Starfleet Academy,33,super_nintendo,Simulation,4.696666666666666
Star Trek - The Next Generation,9,nes,Simulation,4.67
Star Trek - The Next Generation - Echoes From The Past,106,sega_megadrive,Action| Adventure,4.464905660377358
Star Trek - The Next Generation - Future'S Past,22,super_nintendo,Adventure,4.952272727272727
Star Trek - Voyager - Elite Force,21,ps2,Action| First-Person Shooter,4.81
Star Trek Encounters,14,ps2,Action| Shooter,4.64
Star Voyager,8,nes,Action| Flight Simulator,4.25
Star Wars,147,nes,Action| Shooter| Platformer,4.1085714285714285
Star Wars - Battlefront,304,ps2,Action| Shooter,4.569375
Star Wars - Battlefront Ii,810,ps2,Action| Shooter,4.510666666666667
Star Wars - Bounty Hunter,105,ps2,Action| Platformer,4.562095238095238
Star Wars - Dark Forces,82,ps_one,First-Person Shooter,4.111463414634146
Star Wars - Demolition,170,ps_one|sega_dreamcast,Action| Driving/Racing,4.693411764705882
Star Wars - Episode I - Jedi Power Battle,248,ps_one,Action,4.6
Star Wars - Episode I - Jedi Power Battles,224,ps_one|sega_dreamcast,Action,4.5773214285714285
Star Wars - Episode I - Racer,184,sega_dreamcast,|Driving/Racing,4.52891304347826
Star Wars - Episode I - The Phantom Menace,254,ps_one,Action| Adventure,4.69
Star Wars - Episode Iii - Revenge Of The Sith,590,ps2,Action-Adventure,4.563474576271187
Star Wars - Jedi Starfighter,119,ps2,Action| Flight Simulator,3.9866386554621847
Star Wars - Masters Of Teras Kasi,72,ps_one,Fighting,4.502222222222222
Star Wars - Racer Revenge,140,ps2,Driving/Racing,4.26
Star Wars - Rebel Assault Ii,64,ps_one,Action,4.43765625
Star Wars - Rebel Assault Ii - The Hidden Empire,203,ps_one,|Action,4.442857142857143
Star Wars - Rogue Squadron,991,n64,Action| Shooter,4.471937436932392
Star Wars - Shadows Of The Empire,387,n64,Action| Adventure| Shooter,4.270852713178295
Star Wars - Starfighter,60,ps2,Action| Flight Simulator,4.5975
Star Wars - Super Bombad Racing,8,ps2,Driving/Racing,4.88
Star Wars - The Clone Wars,24,ps2,Dual-Joystick Shooter| Action-Adventure,4.38
Star Wars - The Empire Strikes Back,68,nes,Action,4.179117647058823
Star Wars - The Force Unleashed,194,ps2,Action-Adventure,4.42
Star Wars Episode I - Battle For Naboo,111,n64,Action| Vehicular Combat,4.222252252252252
Star Wars Episode I - Racer,628,n64,Driving/Racing,4.539872611464968
Starcraft 64,277,n64,Real-Time Strategy,4.458303249097473
Starfighter 3000,7,sega_saturn,Action| Flight Simulator,5.0
Starfighter Sanvein,13,ps_one,Shooter,4.77
Starflight,138,sega_megadrive,Adventure| Role-Playing| Simulation,4.594347826086956
Stargate,98,super_nintendo|sega_megadrive,Action| Platformer,4.74561224489796
Starlancer,239,sega_dreamcast,Action| Simulation,2.4501255230125523
Starship Hector,9,nes,Action| Shooter,4.78
Starshot - Space Circus Fever,37,n64,Action| Adventure,4.7
Starsky & Hutch,36,ps2,Action| Driving/Racing,4.667777777777778
Starsweep,9,ps_one,Strategy,3.33
Startropics,67,nes,Action-Adventure,4.809552238805971
Starwinder - The Ultimate Space Race,6,ps_one,Action| Driving/Racing,4.83
Starwing,95,super_nintendo,Action| Shooter,4.715157894736842
State Of Emergency,70,ps2,Action,4.657571428571429
State Of Emergency 2,45,ps2,Action| Shooter,4.737111111111111
Stealth Atf,12,nes,Simulation| Flight Simulator,4.666666666666667
Steam Hearts,38,sega_saturn,Action| Shooter,4.55
Steambot Chronicles,277,ps2,Vehicular Combat| Action-Adventure,4.672960288808665
Steamgear Mash,8,sega_saturn,Action-Adventure,4.75
Sted - Iseki Wakusei No Yabou,24,nes,Role-Playing,4.625
Steel Empire,23,sega_megadrive,Shoot Em Up,4.91
Steel Harbinger,14,ps_one,Shooter,3.93
Steel Reign,44,ps_one,Action,4.865
Steel Talons,21,super_nintendo|sega_megadrive,Action| Simulation| Vehicular Combat,4.904761904761905
Steep Slope Sliders,17,sega_saturn,Sports,4.885294117647058
Stella Deus - The Gate Of Eternity,159,ps2,Strategy| Role-Playing,4.73245283018868
Steven Seagal Is The Final Option,23,super_nintendo,Action| Fighting,4.83
Stinger,6,nes,Shoot Em Up,5.0
Stolen,21,ps2,Action-Adventure,4.57
Stone Protectors,25,super_nintendo,Adventure| Brawler,4.7564
Stormlord,15,sega_megadrive,Action,4.866
Story Of Thor The,144,sega_megadrive,Action-Adventure,4.703194444444445
Str.At.E.S. 1 - Match-A-Batch,945,ps_one,Action| Compilation,4.14
Str.At.E.S. 2 - Matchamania!,4,ps_one,Action,5.0
Str.At.E.S. 3 - Title This! Title That!,10,ps_one,Action| Fighting,4.0
Str.At.E.S. 4 - Titlerama!,4,ps_one,Action| Adventure| Platformer,5.0
Str.At.E.S. 5 - Parallel Lives!,4,ps_one,Action| Adventure| Platformer,5.0
Str.At.E.S. 6 - Analogy-Ology!,4,ps_one,Sports| Simulation,5.0
Str.At.E.S. 7 - Riddle Roundup!,4,ps_one,Platformer| Action-Adventure,5.0
Str.At.E.S. 8 - Riddle Wrangler!,4,ps_one,Vehicular Combat,5.0
Strahl,10,sega_saturn,Action,5.0
Streak - Hoverboard Racing,16,ps_one,Driving/Racing,4.69
Street Boyz,10,ps2,Brawler,4.6
Street Combat,40,super_nintendo,Action| Fighting,4.502000000000001
Street Cop,5,nes,Action,5.0
Street Fighter - The Movie,101,ps_one,Fighting,4.314356435643564
Street Fighter 2010,22,nes,Action| Adventure,4.77
Street Fighter 2010 - The Final Fight,97,nes,Action| Adventure,4.33
Street Fighter Alpha,20,sega_saturn,Fighting,4.1
Street Fighter Alpha - Warriors' Dreams,96,ps_one|sega_saturn,Action| Fighting,4.642395833333334
Street Fighter Alpha 2,726,super_nintendo|ps_one|sega_saturn,Fighting,4.513498622589532
Street Fighter Alpha 3,743,ps_one|sega_dreamcast,Fighting,4.404979811574697
Street Fighter Alpha Anthology,335,ps2,Fighting| Compilation,4.59
Street Fighter Anniversary Collection,375,ps2,Fighting,4.45
Street Fighter Collection,177,ps_one,Fighting| Compilation,4.639887005649718
Street Fighter Collection   - Street Fighter Alpha 2 Gold],43,ps_one,Fighting| Compilation,4.65
Street Fighter Collection 2,102,ps_one,Fighting| Compilation,4.510294117647058
Street Fighter Collection Cd1,10,sega_saturn,Fighting| Compilation,4.3
Street Fighter Collection Cd2,7,sega_saturn,Fighting| Compilation,5.0
Street Fighter Ex Plus Alpha,526,ps_one,Fighting,4.566349809885931
Street Fighter Ex2 Plus,637,ps_one,Fighting,4.531177394034537
Street Fighter Ex3,989,ps2,Action| Fighting,4.372699696663297
Street Fighter Ii - The World Warrior,1396,super_nintendo,Fighting,4.492901146131805
Street Fighter Ii Turbo - Hyper Fighting,905,super_nintendo,Fighting,4.54121546961326
Street Fighter Iii - 3Rd Strike,545,sega_dreamcast,Fighting,4.523376146788991
Street Fighter Iii - Double Impact,73,sega_dreamcast,Fighting,4.47986301369863
Street Fighter Iii W Impact,16,sega_dreamcast,Fighting,4.63
Street Fighter Real Battle On Film,9,sega_saturn,Fighting,4.22
Street Fighter The Movie,17,sega_saturn,Fighting,5.0
Street Fighter Zero,71,ps_one|sega_saturn,Fighting,4.391549295774648
Street Fighter Zero 2,228,super_nintendo|ps_one,Fighting,4.5832456140350875
Street Fighter Zero 3,343,ps_one|sega_saturn,Fighting,4.57798833819242
Street Gangs,54,nes,Action| Role-Playing| Fighting| Brawler| Action-Adventure,4.63
Street Heroes,14,nes,Action| Sports,4.5
Street Hockey '95,14,super_nintendo,Sports| Hockey,4.574285714285714
Street Hoops,55,ps2,Sports,4.585818181818182
Street Racer,127,super_nintendo|ps_one|sega_saturn|sega_megadrive,Action| Driving/Racing,4.7255118110236225
Street Racquetball,4,ps_one,Sports,5.0
Street Sk8Er,105,ps_one,Action| Sports| Skateboarding,4.734952380952381
